CardId,ModeId,Name,OriginalType,DeclaredType,ClanRequirement,PathRequirement,SourceDiscipline,PoolCost,BloodCost,ConvictionCost,BurnOption,DisciplineRequirement,Level,CardText,Transformed,Auto
101029,101029:ACTION,Judgment: Death to the Brujah!,Action,Action,,,,,1,,,,none,"Requires a ready prince or justicar. +1 stealth action.
Put this card in play. Any vampire may take a (D) action to enter combat with any Brujah controlled by another Methuselah. Any Methuselah may burn this card by burning a Brujah he or she controls during his or her minion phase. Only one Death to the Brujah! card may be played during a game.",no,yes
101030,101030:MASTER,Jungle Hunting Ground,Master,Master,Akunanse,,,1,,,,,none,"Master: unique location. Hunting ground.
Lock during your unlock phase to add 1 blood to this card if it has fewer than 3 blood. Lock during your unlock phase to move all the blood on this card to a ready Laibon you control. A vampire can gain blood from only one hunting ground card each turn.",no,yes
101031,101031:POLITICAL,Justicar Retribution,Political Action,Political Action,,,,,,,,,none,"Requires a Camarilla vampire.
Successful referendum burns all vampires with a current bleed of 3 or more.",no,yes
101032,101032:EQUIPMENT,Kali's Fang,Equipment,Equipment,Assamite,,,2,,,,,none,"Unique melee weapon.
Strike: strength+1 aggravated damage.",no,yes
101033,101033:EQUIPMENT,Karavalanisha Vrana,Equipment,Equipment,Ravnos,,,2,,,,,none,"Unique.
This Ravnos can add 2 blood to a younger Ravnos in your uncontrolled region as a +1 stealth action that costs 1 blood. Cards requiring Chimerstry [chi] cost this Ravnos 1 fewer blood.",no,yes
101034,101034:ACTION,Kaymakli Barrier,Action,Action,,,,1,,,,,none,"Requires a ready vampire. Unique.
(D) Put this card on a younger ready vampire. You still control this card. This vampire cannot block undirected actions. Directed actions cost this vampire an additional blood.",no,yes
101035,101035:EQUIPMENT,Kaymakli Fragment,Equipment,Equipment,,,,,,,,,none,"Unique.
This Sabbat vampire can draw 5 cards as an action (discard down afterward). This infernal minion can add 3 blood to a vampire in your uncontrolled region as a +1 stealth action. An opposing minion can strike: steal this equipment.",no,yes
101036,101036:MASTER,Kaymakli Nightmares,Master,Master,,,,,,,,,none,"Master.
All Methuselahs move any crypt cards in their uncontrolled regions to their crypts. Any blood counters on them are moved to the Methuselah's pool, and any cards on them are burned. Each Methuselah shuffles his or her crypt and then moves as many cards from his or her crypt to his or her uncontrolled region as he or she shuffled in. Only one Kaymakli Nightmares may be played per game.",no,yes
101037,101037:EQUIPMENT,Kduva's Mask,Equipment,Equipment,,,,2,,,,,none,"Unique equipment. Requires a ready Laibon.
This Laibon gets +1 bleed and 2 additional votes. Reaction cards that require Auspex [aus] cost an additional blood while this Laibon is acting.",no,yes
101038,101038:REACTION,Keep it Simple,Reaction,Reaction,,,,,1,,,,none,Reduce a bleed against you by 1 for each point of stealth the acting minion has when this card is played.,no,yes
101039,101039:EQUIPMENT,Kerrie,Equipment,Equipment,,,,1,,,,,none,"Melee weapon. Requires a Laibon.
Strength+1 damage each strike. Alternatively, inflict strength ranged damage as a strike and, after strike resolution, turn this weapon face down (out of play) until the end of the action.",no,yes
101040,101040:EQUIPMENT,Kevlar Vest,Equipment,Equipment,,,,1,,,,,none,"Once each combat, the bearer can prevent 2 damage from gun strikes or 1 damage from any other source. A minion can have only one Kevlar Vest.",no,yes
101041,101041:ACTION:cel,Keystone Kine,Action,Action,,,Celerity/Necromancy/Obfuscate,,,,,cel,inferior,"Requires an Anarch. More than one Discipline can be used to play this card. (D) Bleed.
This vampire gains 1 blood.",no,yes
101041,101041:ACTION:nec,Keystone Kine,Action,Action,,,Celerity/Necromancy/Obfuscate,,,,,nec,inferior,"Requires an Anarch. More than one Discipline can be used to play this card. (D) Bleed.
The bleed is with +1 bleed.",no,yes
101041,101041:ACTION:obf,Keystone Kine,Action,Action,,,Celerity/Necromancy/Obfuscate,,,,,obf,inferior,"Requires an Anarch. More than one Discipline can be used to play this card. (D) Bleed.
If this action is successful, you can burn an ally controlled by your prey whose cost is not greater than the bleed amount.",no,yes
101042,101042:MASTER,"Khabar: Community, The",Master,Master,Assamite,,,2,,,,,none,"Unique.
Put this card in play. Assamites get +1 stealth when bleeding. Minions can burn this card as a (D) action; Tremere get +1 stealth during that action.",no,yes
101043,101043:ACTION,Khabar: Glory,Action,Action,Assamite,,,,,,,,none,"+1 stealth action. Unique. Not usable if any non-mandatory actions have been performed this turn.
Put this card on this Assamite and unlock them. This Assamite gets +1 bleed. If your prey is ousted, you gain 4 additional pool. Burn this card during your unlock phase.",no,yes
101044,101044:COMBAT,"Khabar: Honor, The",Combat,Combat,Assamite,,,,,,,,none,"Only usable if this Assamite has been chosen for a contract on the opposing minion.
Strike: hand strike at +3 damage.",no,yes
101045,101045:ACTION,Khabar: Loyalty,Action,Action,Assamite,,,,,,,,none,"+1 stealth action.
Add 2 blood to a younger Assamite in your uncontrolled region.",no,yes
101046,101046:ACTION,Khazar's Diary (Endless Night),Action,Action,Giovanni,,,,,,,,none,"+1 stealth action.
Put the Diary in play, or add 1 counter to one in play. After a unique minion in play is burned, add 1 counter. While this card has 7 or more counters, Giovanni get superior Necromancy [NEC] and can put a minion from any ash heap in play as a +1 stealth action to represent a wraith ally with 2 life, 0 strength, 1 bleed and +1 stealth.",no,yes
101047,101047:ALLY,Kherebutu,Ally,Ally,Follower of Set,,,5,,,,,none,"Unique mummy with 3 life. 3 strength, 2 bleed.
Kherebutu can play cards requiring basic Necromancy [nec] as a vampire with capacity 3. Kherebutu can burn himself and a Tremere with capacity 4 or less controlled by your prey as a (D) action. If he is burned, shuffle him in his owner's library.",no,yes
101048,101048:MASTER,"Khobar Towers, Al-Khubar",Master,Master,Follower of Set,,,2,,,,,none,"Unique location.
Lock during your unlock phase to remove a ready minion you control from the game and gain X pool, where X is their capacity or cost.",no,yes
101049,101049:REACTION:dom,Kindred Coercion,Reaction,Reaction,,,Dominate,,X,,,dom,inferior,"Only usable during a referendum.
Force X vampires to abstain. This can cancel those vampires' votes and ballots. The affected vampires cannot be older than this reacting vampire.",no,yes
101049,101049:REACTION:DOM,Kindred Coercion,Reaction,Reaction,,,Dominate,,X,,,DOM,superior,"Only usable during a referendum.
Force X vampires to abstain. This can cancel those vampires' votes and ballots. The affected vampires cannot be older than this reacting vampire, but you may change the votes and ballots that the affected vampires cast to votes and ballots of your choice instead. (The affected vampires may choose to abstain if they have not already cast their votes and ballots.)",no,yes
101050,101050:ACTION,Kindred Intelligence,Action,Action,Nosferatu,,,,,,,,none,"+1 stealth action.
Move the top card from your crypt to your uncontrolled region.",no,yes
101051,101051:MODIFIER,Kindred Manipulation,Action Modifier,Action Modifier,Ventrue antitribu,,,,1,,,,none,"Only usable during a referendum.
Change the votes and ballots of a younger vampire to votes and ballots of your choice.",no,yes
101052,101052:POLITICAL,Kindred Restructure,Political Action,Political Action,,,,,,,,,none,"Requires a prince or justicar.
Choose a new seating order. Successful referendum means each Methuselah takes his or her new seat.",no,yes
101053,101053:POLITICAL,Kindred Segregation,Political Action,Political Action,,,,,,,,,none,Successful referendum means that all allies are burned. Any Methuselah can keep an ally or allies he or she controls by repaying their pool cost to recruit.,no,yes
101054,101054:MASTER,Kindred Society Games,Master,Master,Toreador,,,,,,,,none,"Master.
Put this card on a ready vampire. This vampire doesn't unlock as normal. During his or her controller's unlock phase, that vampire either puts Society Games on a younger locked vampire or burns 1 blood to unlock. If the vampire choses to move Society Games but there is no locked younger vampire, Society Games is burned.",no,yes
101055,101055:ACTION:dem,Kindred Spirits,Action,Action,,,Dementation,,,,,dem,inferior,(D) Bleed any Methuselah. Gain 1 pool if the bleed is successful (for 1 or more).,no,yes
101055,101055:ACTION:DEM,Kindred Spirits,Action,Action,,,Dementation,,,,,DEM,superior,"(D) Bleed any Methuselah. Gain 1 pool if the bleed is successful (for 1 or more), with +1 bleed.",no,yes
101056,101056:POLITICAL,Kine Resources Contested,Political Action,Political Action,,,,,,,,,none,Allocate 4 points among two or more Methuselahs. Successful referendum means each Methuselah burns 1 pool for each point allocated.,no,yes
101057,101057:COMBAT:for,King of the Mountain,Combat,Combat,,,Fortitude,,2,,,for,inferior,"Prevent all damage from the opposing minion's strike. If the strike was made with a melee weapon, that weapon is destroyed.",no,yes
101057,101057:COMBAT:FOR,King of the Mountain,Combat,Combat,,,Fortitude,,2,,,FOR,superior,"Play after range is determined and before strikes are chosen. If the opposing minion inflicts damage with a hand strike this round (even if the damage is prevented), he or she takes an equal amount of damage during strike resolution as well.",no,yes
101058,101058:REACTION,King's Favor,Reaction,Reaction,Guruhi,,,,,,,,none,"Only usable during a referendum. Boon.
This Guruhi gets 3 additional votes. If this Guruhi casts votes in favor, and the referendum passes by the number of votes this Guruhi cast or fewer, put this card in play. While this card is in play, that acting vampire may not block this Guruhi. You may burn this card during any Methuselah's unlock phase to move up to 3 blood from that vampire to this Guruhi.",no,yes
101059,101059:MASTER,King's Rising,Master,Master,,,,,,,,,none,"Master.
If you have 5 or fewer pool, gain 3 pool. Otherwise, gain 1 pool. In either case, put this card in play. You cannot use transfers to move counters to or from your uncontrolled minions. If you control the Edge during your unlock phase, burn this card.",no,yes
101060,101060:MASTER,"Kingston Penitentiary, Ontario",Master,Master,,,,4,,,,,none,"Master: unique location. Hunting ground.
During your unlock phase, you may move 1 blood from the blood bank to a ready vampire you control. Any other Methuselah may give you a pool during his or her unlock phase to lock this card to move 1 blood from the blood bank to a ready vampire he or she controls. A vampire can gain blood from only one hunting ground card each turn.",no,yes
102330,102330:COMBAT:obf,Kiss of Cathari,Combat,Combat,,Cathari,Obfuscate/Presence,,1,,,obf,inferior,Strike: combat ends.,no,yes
102330,102330:COMBAT:pre,Kiss of Cathari,Combat,Combat,,Cathari,Obfuscate/Presence,,1,,,pre,inferior,Strike: combat ends.,no,yes
102330,102330:COMBAT:OBF,Kiss of Cathari,Combat,Combat,,Cathari,Obfuscate/Presence,,1,,,OBF,superior,"Strike: combat ends, and after combat ends, if the range is close, stun the opposing minion.",no,yes
102330,102330:COMBAT:PRE,Kiss of Cathari,Combat,Combat,,Cathari,Obfuscate/Presence,,1,,,PRE,superior,"Strike: combat ends, and after combat ends, if the range is close, stun the opposing minion.",no,yes
101061,101061:ACTION:ser,Kiss of Lachesis,Action,Action,,,Temporis/Serpentis,,1,,,ser,inferior,"+1 stealth action.
(D) Burn a retainer or non-unique equipment.",no,yes
101061,101061:ACTION:tem,Kiss of Lachesis,Action,Action,,,Temporis/Serpentis,,1,,,tem,inferior,"+1 stealth action.
(D) Burn an ally, retainer or non-unique equipment.",no,yes
101061,101061:ACTION:TEM,Kiss of Lachesis,Action,Action,,,Temporis/Serpentis,,1,,,TEM,superior,"+1 stealth action.
Move a non-unique equipment card from an ash heap to this vampire. If the equipment card is moved from your ash heap, pay half the cost rounded down; otherwise, pay no cost.",no,yes
101062,101062:MODIFIER:for,"Kiss of Ra, The",Action Modifier,Action Modifier,,,Fortitude,,3,,,for,inferior,"Only usable when a vampire who does not have Fortitude [for] attempts to block this acting minion.
The block attempt is canceled, the blocking vampire burns 2 blood, and the current action is ended (without combat).",no,yes
101062,101062:MODIFIER:FOR,"Kiss of Ra, The",Action Modifier,Action Modifier,,,Fortitude,,3,,,FOR,superior,"Only usable when a vampire who does not have Fortitude [for] attempts to block this acting minion.
The block attempt is canceled, the blocking vampire burns 2 blood, and the current action is ended (without combat), and send the blocking vampire to torpor.",no,yes
